rustdoc Handle concurrent mkdir requests;It's likely that rustdoc as a tool is run concurrently in the same outpute.g. documenting multiple crates as Cargo does in which case it needs tohandle concurrent calls to fscreatedir.       The text was updated successfully but these errors were encountered
Fix up build warnings about use of;Simple PR to fix some build warnings on a clean clone of master.homeubuntusrcrustsrclibrustcmiddleastconvutil.rs warning obsolete syntax homeubuntusrcrustsrclibrustcmiddleastconvutil.rs Someprimtytotytcx path.segments nty note write .. instead...homeubuntusrcrustsrclibrustcresolvelib.rs warning obsolete syntax homeubuntusrcrustsrclibrustcresolvelib.rs self.resolveerrortraitpath.span msg note write .. instead       The text was updated successfully but these errors were encountered
remove explicit iflet and tupleindexing feature enables;Now they trigger warnings.       The text was updated successfully but these errors were encountered
Enable and make stage landing pads optional;Part of Landing pads during stage are now enabled by defaullt. Since this has its downsides and upsides either way I made it possible to change the option through configure.       The text was updated successfully but these errors were encountered
Rollup of pull requests;Successful merges Failed merges       The text was updated successfully but these errors were encountered
Fix native failure and improve licenseck;No description provided.        The text was updated successfully but these errors were encountered
Rollup of pull requests;Successful merges Failed merges       The text was updated successfully but these errors were encountered
Add error explanation for E;I'd like to have added examples for each case but the overall error explanation started getting uncomfortably long. Instead I've lifted and rewritten notes from srclibrustcmiddletraitsobjectsafety.rs to be somewhat clearer.Personally I feel this should become five separate error codes for each ObjectSafetyViolation case also counting MethodViolationCodes.cc        The text was updated successfully but these errors were encountered
Register new snapshots;Closes Closes        The text was updated successfully but these errors were encountered
extend the iterator tutorial fix zerosize element vec iterators;b rsanxiyndocuments conversion size hints and doubleended iterators and addsmore of the traits to the prelude       The text was updated successfully but these errors were encountered
fix expandquotety function as parsety was changed and needs no args now;Subj. expandquotety produces wrong call to parsety now.       The text was updated successfully but these errors were encountered
Correct fns exp that were calling exp;Fixes .I was working on adding examples to the documentation in stdnumFloat. I got to exp which says Returns raised to the power of the number self.So I tried running this codeuse stdnumFloattestfn testexp  asserteq. ..expand it resulted in a failure of left right .. That . is the value for e which is exp not exp.Sure enough exp is calling exp and shouldn't be looks like a copypaste error.I haven't added any tests for this since it's unlikely to break again but I will happily do so if people think that would be a good idea. The doc examples are coming I scanned through the other functions in these files for similar sorts of errors and didn't notice any.       The text was updated successfully but these errors were encountered
Fixes by adding new snapshot for dragonfly bsd;alexcrichton please upload the following snapshotshttpsgithub.comdhusebyrustmanualsnapshotsrawmasterruststagedragonflyxedeacdebdafddaeeb.tar.bzthanks   
book replace the deprecated sleep function;No description provided.        The text was updated successfully but these errors were encountered
Update of the the Rust Reference so that it mentions isizeusize instead of intuint;No description provided.        The text was updated successfully but these errors were encountered
rustc Fix make install;Move a few docblocks from 'ignore' to something that's not rust e.g. 'text'.Closes        The text was updated successfully but these errors were encountered
Fix a few links in the docs;r steveklabnik       The text was updated successfully but these errors were encountered
cleanup use the for x in xs form instead of for x in xs.iter;This also implements IntoIterator for HashMaps and HashSets and changes the conditionals for x in option.iter statements to the more readable form if let Somex option. The former looks like an ordinary forloop the later clearly states conditional execution.r alexcrichtonThis needs a snapshot before it can land.       The text was updated successfully but these errors were encountered
Use the improved submodule handling;r alexcrichtonThat was a crap...Updating submodulesTraceback most recent call last File .x.py line in module bootstrap.main File homeishitatsuyukiDocumentsrustsrcbootstrapbootstrap.py line in main bootstrap File homeishitatsuyukiDocumentsrustsrcbootstrapbootstrap.py line in bootstrap rb.updatesubmodules File homeishitatsuyukiDocumentsrustsrcbootstrapbootstrap.py line in updatesubmodules path line.split' 'TypeError a byteslike object is required not 'str'Maybe we need to confirm the compatibility of git options such as git config or git C I believe they existed long before though. This is tested locally.       The text was updated successfully but these errors were encountered
Task killing linked failure and exit code propagation in the new runtime.;Some notes about the commits.Exit code propagation commitsReimplement unwrap has the same old code from arcunwrap ported to use modern atomic types and finally it's considerably nicer this wayAdd tryunwrap has some new slightlytricky but pretty simple concurrency primitive codeAdd KillHandle and Add killDeath are the bulk of the logic.Task killing commitsImplement KillHandlekill and friends Do a taskkilled check and Add BlockedTask implement the killing logicChange the HOF context switchers turns said logic onLinked failure commitsReplace rusttask ptrs adapts the taskgroup code to work for both runtimesEnable taskgroup code does what it says on the tin.r brson       The text was updated successfully but these errors were encountered
Implement BorrowFrom'a T for T with mutable variants;This should be a more general version of .       The text was updated successfully but these errors were encountered
WIP Add RawVec to unify raw Vecish code;Per the top level commentA lowlevel utility for more ergonomically allocating reallocating and deallocating aa buffer of memory on the heap without having to worry about all the corner casesinvolved. This type is excellent for building your own data structures like Vec and VecDeque.In particularProduces heapEMPTY on zerosized typesProduces heapEMPTY on zerolength allocationsCatches all overflows in capacity computations promotes them to capacity overflow panicsGuards against bit systems allocating more than isizeMAX bytesGuards against overflowing your lengthAborts on OOMAvoids freeing heapEMPTYContains a ptrUnique and thus endows the user with all related benefitsThis type does not in anyway inspect the memory that it manages. When dropped it willfree its memory but it won't try to Drop its contents. It is up to the user of RawVecto handle the actual things stored inside of a RawVec.Note that a RawVec always forces its capacity to be usizeMAX for zerosized types.This enables you to use capacity growing logic catch the overflows in your lengththat might occur with zerosized types.However this means that you need to be careful when roundtripping this typewith a BoxT cap won't yield the len. However withcapacityshrinktofit and frombox will actually set RawVec's private capacityfield. This allows zerosized types to not be specialcased by consumers ofthis type.Editfixes and fixes        The text was updated successfully but these errors were encountered
Move base out of extra.;In accordance with the dissolution of libextra this moves base out of libextra and into its own module.       The text was updated successfully but these errors were encountered
iOS fallout of env stab;No description provided.        The text was updated successfully but these errors were encountered
Show span for trait that doesn't implement Copy;Point at span for trait that doesn't implement Copy.Given the following codestruct NoCopyenum Test  MyVariantNoCopyimpl Copy for Test fn main show the following outputerrorE the trait Copy may not be implemented for this type file.rs | | MyVariantNoCopy | MyVariant defined here... | impl Copy for Test  | variant MyVariant does not implement Copyerror aborting due to previous errorRe .       The text was updated successfully but these errors were encountered
Allow syntax extensions which modify and decorate;This adds a new SyntaxExtension type Renovator.A renovator is a syntax extension which can modify and decorate the items it is attached to the union of MultiModifier and MultiDecorator.This allows things such as syntax extensions which modify existing methods for types and implement traits all in one.This shouldn't break any existing code and it only touches unstable compiler internals.       The text was updated successfully but these errors were encountered
Remove implicit shrinking from hashmap.;Part of enforcing capacityrelated conventions for the collections reform.Implements fn shrinktofit for HashMap.The reserve method now takes as an argument the extra space to reserve.       The text was updated successfully but these errors were encountered
Show impl for RefCell;Safe Show impl for RefCell.I'm open to debate about how to handle the case where tryborrow fails. I went with displaying that the refcell is borrowed to minimize surprises       The text was updated successfully but these errors were encountered
resolveunexported resolveunexported to fix pretty printing;Without this change we were unable to do rustc test pretty expanded foo.rs bar.rs rustc bar.s       The text was updated successfully but these errors were encountered
Add accessors for ioError's inner Error;The first commit simply forwards ioError's cause implementation to the inner error.The second commit adds accessor methods for the inner error. Method names mirror those used elsewhere like BufReader.r alexcrichton       The text was updated successfully but these errors were encountered
Add saveanalysis data to nightly manifests.;For use by RLS.r alexcrichton       The text was updated successfully but these errors were encountered
Rename Option in tutorial to workaround iteration bug.;Fix for .I opted to rename Option to MyOption so we won't get an error if we simply type in all code.Explicitly mention that rust has an Option type and in the following code snippets we use rust's built in type. It should be clear what's going on I hope.       The text was updated successfully but these errors were encountered
. release notes;No description provided.        The text was updated successfully but these errors were encountered
Add a missing errorreturn case.;Fixes .It was a little mistake in .       The text was updated successfully but these errors were encountered
Add Mathjax Support to Rustdoc;I'm not super clear on the best way to use TLDs and doc configs but this seems to work and isn't obviously wronghttpcg.scs.carleton.caabeingesdoccollectionsvecstruct.Vec.htmlHowever the current design interacts weirdly with reexportshttpcg.scs.carleton.caabeingesdocstdvecstruct.Vec.htmlDetailed designMathjax support will only be enabled on crates that declare docenablemathjax. When enabled mathjax can be used by wrapping math in doubledollars like so \sqrtx \logn . If the dollars are part of a larger block element the content will be rendered inline. If they surround an entire block the math will be rendered in display mode as seen in my example pages. Note the opening 's must be lead by whitespace and the closing 's must be followed by whitespace. Therefore blah blah x. will not render as math because there is no whitespace between the last and the ..Closes Trivializes        The text was updated successfully but these errors were encountered
adding Dragonfly x snapshot d;alexcrichton please upload the following snapshot with this PR.httpsgithub.comdhusebyrustmanualsnapshotsrawmasterruststageddragonflyxeabddfeccdbbbfaac.tar.bz   
Remove reference to str in documentation;Update docs       The text was updated successfully but these errors were encountered
more int and cloned cleanup in collections;No description provided.        The text was updated successfully but these errors were encountered
Reorganize doc index add pointer guide;This reorganizes the documentation index to be more focused on the intree docs and to clean up the style and it also adds steveklabnik's pointer guide.       The text was updated successfully but these errors were encountered
test Ignore prettyhugevec.rs to fix nightlies;This ignores a test added in because unfortunately the nightly bots arenow broken but this is now tracked in .       The text was updated successfully but these errors were encountered
std Implement Iteratorsizehint method for Option iterators;No description provided.        The text was updated successfully but these errors were encountered
Remove feature gate directives for iflet whilelet and tupleindexing .;This is a revival of per request of alexcrichton now that the new snapshots have landed. We can now remove the last feature gates for iflet whilelet and tupleindexing scattered throughout the test sources since these features have been added to Rust.Closes .       The text was updated successfully but these errors were encountered
Don't generate dochidden elements;Fixes .r brson       The text was updated successfully but these errors were encountered
Add a few missing stability attributes;I?ÇÖd kind of like to be able to use HashState in AnyMap which I can?ÇÖt do without a stability attribute on it. While I was at it I looked around and found a few more missing.Closes .       The text was updated successfully but these errors were encountered
Move simd out of unstable;It's still marked experimental. Also add documentation.       The text was updated successfully but these errors were encountered
Obsolete message for capture clauses.;See .This will only detect obsolete capture clause using 'copy'. It seems the move keyword has been completely removed from the parser. Is this alright       The text was updated successfully but these errors were encountered
Fix issue number for typemacros gate;No description provided.        The text was updated successfully but these errors were encountered
r Intpocalypse book edition.;Fix all usage of intuintiu in the book.r nikomatsakis who called this to my attention.       The text was updated successfully but these errors were encountered
libcore make iterator adaptors Clone able;closes cc Valloriccc r aturon alexcrichtonBecause of I had to move the struct bounds from the where clause into the parameter list       The text was updated successfully but these errors were encountered
Generalize MacExpr MacPat MacItems;Might be a bit clumsy ...Closes        The text was updated successfully but these errors were encountered
fix in the guide;There was a link to a non existing guide       The text was updated successfully but these errors were encountered
Don't run travis tests on master.;This saves us builders for more helpful purposes.       The text was updated successfully but these errors were encountered
When elaborating predicates purge duplicates from the initial vector.;We were already building a hashset to check for duplicates but we assumed that the initial vector had no duplicates. Fixes .r pnkfelix       The text was updated successfully but these errors were encountered
Rename two instances of MAPNONRESERVE;To the correct MAPNORESERVE. Every other instance is known as MAPNORESERVE so this is just a basic typo.I really doubt this will break anybody's but my own code.breakingchange       The text was updated successfully but these errors were encountered
Minor doc updates;No description provided.        The text was updated successfully but these errors were encountered
f inline msvcdispatched methods;Should fix but I don't have MSVC and I don't really know how to test whether a function got inlined or not.This adds featurestmtexprattributes to std in order to eliminate the inner functions.I also added inline to the functions in mod shims but I am not sure if they are also necessary legal on the extern declarations.r eddyb       The text was updated successfully but these errors were encountered
osd fix null pointer access and race condition;We are risking of accessing a null osdmap pointer when we failed to handle an osdmap message due to network error.Also it is not safe to change failurepending without protection of hearbeatlock.FixesSignedoffby xie xingguo xie.xingguozte.com.cn       The text was updated successfully but these errors were encountered
clsrgw listplainentries stops before bilog entries;listplainentries was using encodeobjversioneddatakey to setits endkey which gives a prefix of BIBUCKETOBJINSTANCEINDEXthat range between startkey and endkey would not only span theBIBUCKETOBJSINDEX prefixes but BIBUCKETLOGINDEX prefixesas well. this can result in listplainentries trying and failing todecode a rgwbilogentry as a rgwbucketdirentryFixes httptracker.ceph.comissues       The text was updated successfully but these errors were encountered
testfio fix compiler error.;When call .docmake.sh DWITHFIO met the following errorLoptcephsrctestfiofiocephobjectstore.cc In constructor?ÇÿanonymousJobJobanonymousEngine const threaddata?ÇÖoptcephsrctestfiofiocephobjectstore.cc error invalidconversion from ?Çÿuintt aka unsigned int?ÇÖ to ?Çÿvoid?ÇÖ fpermissivefenginedata ioptcephsrctestfiofiocephobjectstore.cc In function ?Çÿintanonymousfiocephosqueuethreaddata iou?ÇÖoptcephsrctestfiofiocephobjectstore.cc error invalidconversion from ?Çÿvoid?ÇÖ to ?ÇÿstdvectoranonymousObjectsizetypeaka long unsigned int?ÇÖ fpermissiveauto object jobobjectsufileenginedataIn file included from usrincludec..vectorfrom optcephsrctestfiofiocephobjectstore.ccusrincludec..bitsstlvector.h note initializingargument of ?ÇÿstdvectorTp Allocreference stdvectorTpAllocoperatorstdvectorTp Allocsizetype with Tp anonymousObject Alloc stdallocatoranonymousObjectstdvectorTp Allocreference anonymousObjectstdvectorTp Allocsizetype long unsigned int?ÇÖoperatorsizetype n GLIBCXXNOEXCEPTSignedoffby Jianpeng Ma jianpeng.maintel.com       The text was updated successfully but these errors were encountered
doc document rgw bucket quota ttl setting;Signedoffby Ken Dreyer kdreyerredhat.com       The text was updated successfully but these errors were encountered
jewel msg IPv Heartbeat packets are not marked with DSCP QoS simple messenger;httptracker.ceph.comissues       The text was updated successfully but these errors were encountered
cmake use LINKPRIVATE instead of PRIVATE for CMake version ..;with version .. i.e. the minimum version required by the buildingsystem we will hit a compile error as follows usrbinld cannot find lPRIVATE collect error ld returned exit status make liblibrbd.so... Error  make srclibrbdCMakeFileslibrbd.dirall Error Signedoffby runsisi runsisizte.com.cn       The text was updated successfully but these errors were encountered
luminous cephbluestoretool primeosddir update symlinks instead of bailing;If the symlink points to the right location do nothing. If it doesn'treplace it. If it's not a symlink bail with EEXIST.Signedoffby Sage Weil sageredhat.comcherry picked from commit dedc       The text was updated successfully but these errors were encountered
DNM qa qasuitesupgradejewelxpointtopointx Removed librgw from excludes;Signedoffby Yuri Weinstein yweinsteredhat.com       The text was updated successfully but these errors were encountered
rbd return error if we specified a wrong image name for rbd du;Fixes httptracker.ceph.comissuesSignedoffby Dongsheng Yang dongsheng.yangeasystack.cn       The text was updated successfully but these errors were encountered
mds fix potential null pointer access message reference leak;No description provided.        The text was updated successfully but these errors were encountered
DNM jewel rbdmirror gracefully handle missing sync point snapshots;httptracker.ceph.comissues       The text was updated successfully but these errors were encountered
mailmap updates;No description provided.        The text was updated successfully but these errors were encountered
rbdmirror minor fixups for initial skeleton implementation;No description provided.        The text was updated successfully but these errors were encountered
librbd API changes to support separate data pool;No description provided.        The text was updated successfully but these errors were encountered
Doc add comment explaining the method safecat;Fixes Signedoffby johan coquillaud johancoquillaudgmail.com       The text was updated successfully but these errors were encountered
osd fixes for makewriteable;No description provided.        The text was updated successfully but these errors were encountered
checkgenerated.sh can't source bash from sh;source' is not sh command and executing bash commands in sh won'twork. We could try to replace it with'. ..qaworkunitscephhelpers.sh'but the above file uses bash.Signedoffby Michal Jarzabek stiopagmail.com       The text was updated successfully but these errors were encountered
doc v.. dev release notes;.. release notes upto c added all pending changes as per the PendingReleaseNotes and a small section on RGW server side encryption       The text was updated successfully but these errors were encountered
systemd drop setusergroup options from cephosdprestart.sh call;The setuser and setgroup options were added to thecephosdprestart.sh call in cfdfbut that script does not support these options.I peeked at how cephosdprestart.sh is being called inupstartcephosd.conf and these options are not being provided there.I don't think they are necessary but if they are they would need to beimplemented in the script somehow.httptracker.ceph.comissues Fixes Signedoffby Nathan Cutler ncutlersuse.com       The text was updated successfully but these errors were encountered
doc rm reference to Inktank;Let's avoid refering to a specific commercial vendor in the upstream documentation.Signedoffby Ken Dreyer kdreyerredhat.com       The text was updated successfully but these errors were encountered
WIP|DNM cmake compile libcephfs java native part;Handy to have this for development ultimately willneed extending to all the java bits for a full cmakebuild.Signedoffby John Spray john.sprayredhat.com       The text was updated successfully but these errors were encountered
Don't loop forever when reading data from sized segment.;The sized segment can arise depending on howthe client uploads the object in the first place.The cpu loop then happens during a swift GET'.Signedoffby Marcus Watts mwattsredhat.com       The text was updated successfully but these errors were encountered
More CMake package check fixes;These fix the check for yasm and the inclusions of gperftools. CMake now fails if yasm isn't installed and the stub CPU profiler is used if gperftools wasn't found.       The text was updated successfully but these errors were encountered
mon calculate reportersbysubtree when adjustheartbeatgrace is false;In the case monosdadjustheartbeatgrace is set to false shouldalso calculate reportersbysubtree.       The text was updated successfully but these errors were encountered
common typofix for osdcheckmaxobjectnamelenonstartup;Fixes a typo introduced in fSignedoffby Robin H. Johnson robin.johnsondreamhost.com       The text was updated successfully but these errors were encountered
rgw fix CORSACLs metadata processing in Swift API;Fixes httptracker.ceph.comissuesCC yehudasa oritwas.       The text was updated successfully but these errors were encountered
crush add missing tunable in tests;Signedoffby Loic Dachary loicdachary.org       The text was updated successfully but these errors were encountered
Fast read for erasure coding pool and erasure code error handling;No description provided.        The text was updated successfully but these errors were encountered
rbdnbd code cleanup and fix generic option issue;Fixes httptracker.ceph.comissues       The text was updated successfully but these errors were encountered
kraken tests qaworkunitsrbdimportexport.sh breaks jewelxsingleton test;httptracker.ceph.comissues       The text was updated successfully but these errors were encountered
cmake fix the build on AArch;The PR comes from because the origin one is in a mess.Reconstruct the cmake files extrace one common module from srcCMakeLists.txt.And update the related CMakeLists.txt files.When compile the Ceph UT because the msse and msse are hardcoded inthe testCMakeLists.txt the Ceph UT build fail in AArm. Fix the issue.Signedoffby tone.zhang tone.zhanglinaro.org       The text was updated successfully but these errors were encountered
Don't loop forever when reading data from sized semgment.;The sized segment can arise depending on howthe client uploads the object in the first place.The cpu loop then happens during a swift GET'.This version of the patch no assert handles DLO with only empty segments.Signedoffby Marcus Watts mwattsredhat.com       The text was updated successfully but these errors were encountered
jewel rgw make sending ContentLength in and controllable;This commit introduces a new configurable rgw print prohibitedcontent length to let operator decide whether RadosGW compliesto RFC a part of the HTTP specification or violates itbut follows the Swift's behavior.Fixes httptracker.ceph.comissuesSignedoffby Radoslaw Zarzynski rzarzynskimirantis.comcherry picked from commit deeSignedoffby Matt Benjamin mbenjaminredhat.comcherry picked from commit acabaaea       The text was updated successfully but these errors were encountered
rgw don't store empty chains in gc;Fixes httptracker.ceph.comissuesSignedoffby Yehuda Sadeh yehudaredhat.com       The text was updated successfully but these errors were encountered
jewel radosgw valgrind invalid read size RGWGetObj;httptracker.ceph.comissues       The text was updated successfully but these errors were encountered
jewel osd do not send ENXIO on misdirected op by default;httptracker.ceph.comissues       The text was updated successfully but these errors were encountered
cleanup code for RecoveyMessages;liewegas log time ago i sent first patch but it don't merge into masteri think it's my fault see this . Send again.       The text was updated successfully but these errors w
test Thrasher update pgpnum of all expanded pools if not yet;?Çªfore waiting for healthyotherwise the ceph health complains withall OSDs are running luminous or later but the 'requireluminousosds'osdmap flag is not setceph.restart task will timeout and fail at seeing this warning.so we need to set the osdmap flag after upgrading all OSDs. and callceph.restart again to see if the cluster is healthy or not.Signedoffby Kefu Chai kchairedhat.com       The text was updated successfully but these errors were encountered
ceph.spec.inBuildRequires sharutils;sharutils rpm is not needed in fedora.sharutils rpm only a dependency on opensuse.So this conditional is not needed.Signedoffby Owen Synge osyngesuse.com       The text was updated successfully but these errors were encountered
buffer make usable outside of ceph source again;Add a radosbufferfwd.h symlink and remove the include prefix frombuffer.h.Signedoffby Josh Durgin jdurginredhat.com       The text was updated successfully but these errors were encountered
DNM tests.testobjectcopycannedacl ... FAIL;httptracker.ceph.comissues       The text was updated successfully but these errors were encountered
FileStoredofiemap do not reference fiemap after it is freed;It looks like cfa tried to fix this but didn't go far enough. We stillaccess last which is derived from fiemapfmextends if islast is false.Signedoffby Brad Hubbard bhubbardredhat.com       The text was updated successfully but these errors were encountered
rbdmirror potential crash during image status update;No description provided.        The text was updated successfully but these errors were encountered
pybindcephargparse remove the invalid test;remove the invalid test intestcephargparse.TestOSD.testreweightbyutilizationintroduced in aadFixes Signedoffby Kefu Chai kchairedhat.com       The text was updated successfully but these errors were encountered
osd kill all remaining MOSDSubOp users;Replace them with new messages. Keep some handling around for the jewel luminous upgrade we can remove MOSDSubOpReply entirely postluminous.       The text was updated successfully but these errors were encountered
msgasyncrdma Preparation for RDMACM multidevice support;Hi yuyuyu Adirl orendu saritz Couldn't find the alias of DanielThis code is not a final version yet it is only an RFCI wanted you to take a look to let me know if there is something fundamentally wrong with it.This is a preparation for RDMACM support.It moves the device initialization into the moment that the first connection is established In RDMACM we don't know which device will be used before we start the connection establishment process.Also since now multidevices could be used polling had to be changed.Lots of stuff was moved from Infiniband into the Device class since it is per device now.Amir       The text was updated successfully but these errors were encountered
DNM Parallel Mon client connect Fixes httptracker.ceph.comissues;Signedoffby Steven Dieffenbach sdieffenredhat.com       The text was updated successfully but these errors were encountered
rgwcommon fix error return value of hextobuf.;We should return negative value if error happens otherwisethe caller may run into exceptions. eg rgwswiftverifysignedtokenwill not return as follow int ret hextobuftoken p.cstr len if ret  return ret       The text was updated successfully but these errors were encountered
DNM Client flush dirty caps when forcing sync setattr;The comment was incorrect and we want to make it true.Signedoffby Greg Farnum gfarnumredhat.com       The text was updated successfully but these errors were encountered
rbd refactor cli command handling;In preparation for new RBD features such as RBD mirroring that will required numerous new CLI commands the current monolithic rbd utility has been refactored to simplify its future maintenance.commands are selfregistering with the cli command argument processorhelp is dynamically generated for a given command via rbd help command name       The text was updated successfully but these errors were encountered
Wip rgw highres;Depends on the librados stat change.There are unfixed warnings marking places where new header parseemit may be needed. Will fix after merge.       The text was updated successfully but these errors were encountered
cmake update FUSEINCLUDEDIRS to match autoconf;clientfusell.cc is now including fuse.h and fuselowlevel.hinstead of fusefuse.h and fusefuselowlevel.h so we need to addthe fuse directory to the FUSEINCLUDEDIRS variableusing findpath with just fuse.h was finding a usrincludefuse.hinstead of the one in usrincludefuse. looking for fusecommon.h andfuselowlevel.h first causes it to generate the correctFUSEINCLUDEDIRSusrincludefuseFixes Signedoffby Casey Bodley cbodleyredhat.com       The text was updated successfully but these errors were encountered
add scrub persistquery API;httptracker.ceph.comissues Fixes test for this PR cephcephqasuiterelated blueprintdiscussion can be found athttpcomments.gmane.orggmane.comp.filesystems.ceph.develhttptracker.ceph.comprojectscephwikiOsdScrubandRepairhttppad.ceph.compscrubrepair       The text was updated successfully but these errors were encountered
common remove basename dependency;No description provided.        The text was updated successfully but these errors were encountered
mdsMDCache kill a comipler warning;homejenkinsbuildbuildworkspacecephpullrequestssrcmdsMDCache.cc In member function ?Çÿvoid MDCacherequestcleanupMDRequestRef?ÇÖhomejenkinsbuildbuildworkspacecephpullrequestssrcmdsMDCache.cc warning unused variable ?Çÿwasreplay?ÇÖ Wunusedvariablebool wasreplay mdrclientrequest mdrclientrequestisreplaySignedoffby xie xingguo xie.xingguozte.com.cn       The text was updated successfully but these errors were encountered
rgwadd a new error message for accesskey conflict when using Admin Ops;Fixed Signedoffby Weijun Duan duanweijunhc.com       The text was updated successfully but these errors were encountered
doc fix mon osd down out subtree limit option name;The name of the parameter mon osd down out subtree limitwas incorrect with downout instead of down out.Furthermore the description seemed to me a little bitambiguous.Signedoffby Fran?ºois Lafont francois.lafontacversailles.fr       The text was updated successfully but these errors were encountered
jewel tests drop old rados singleton upgrade tests;These two tests have been failing consistently in all runs. The old packagesthey need are not available in the build system and fixing this is not worththe trouble.Inspired by httpgithub.comcephcephqasuitecommitdbebebeabededcfFixes httptracker.ceph.comissuesSignedoffby Nathan Cutler ncutlersuse.com       The text was updated successfully but these errors were encountered
Check that deltasum.stats.sum.numobjectcopies and deltasum.stats.sum...;....numobject are greater than zeroThis fixes division by zero.Signedoffby BJ Lougee almightybeeijgmail.com       The text was updated successfully but these errors were encountered
jewel several backports;httptracker.ceph.comissueshttptracker.ceph.comissues       The text was updated successfully but these errors were encountered
activerecord Apply associations to base class' descendants;currently associations added later with freedom patching are not propagated into descendants.       The text was updated successfully but these errors were encountered
safeconstantize Added Object scoped missing test cases;For more details please see Closes        The text was updated successfully but these errors were encountered
Always use SQL limit in Relationlast when limit argument given;Using Relationlast causes entire relation to be loaded into memory.In most cases it is unacceptable Topic.ordercreatedat.last SELECT FROM topics ORDER BY createdatWe can still use reverseorder to let SQL do heavy lifting AR is quite bad at that. Topic.ordercreatedat.last SELECT FROM topics ORDER BY createdat DESC LIMIT Unfortunately back to in this commit fc it wasn't done. And x unfortunately this commit added tests that need to be modified now.dmathieu do you still remember something about it       The text was updated successfully but these errors were encountered
Added Edited ActiveModelErrors test cases.;Added test cases to demo the difference between include and emptyMake size and count behave consistently.       The text was updated successfully but these errors were encountered
Fix broken link to ActiveJob documentation;Since ActiveJob is in a beta release the current link returns httpapi.rubyonrails.orgclassesActiveJobQueueAdapters.htmlIn order to have a valid link the URL must behttpedgeapi.rubyonrails.orgclassesActiveJobQueueAdapters.htmlI think it's better to point at edgeapi than to a broken link.The original URL can be restored as soon as .. is officially released.ci skip       The text was updated successfully but these errors were encountered
Fix info page style;When I click link About your application's environment at welcome page the page style such as font background color etc are broken. see the following images.This cause is that the partial page loaded by xhr contains their own css.So I stop containing css in loaded page.Before clickAfter click       The text was updated successfully but these errors were encountered
updated unicode version;I was testing how Active Support encode decode works and reading about unicodeFound from here httpwww.unicode.orgversionsUnicode.. that unicode latest version is ..Would it be feasible to update the unicode version        The text was updated successfully but these errors were encountered
fixforreverseorderwithfunctions;fix for reversesqlorder using regexp for details of bug see pull request        The text was updated successfully but these errors were encountered
ci skip Remove links to railsdocrails;Since httpsgithub.comrailsdocrails is not publicly availableare we better off without Not Found links in the documentation       The text was updated successfully but these errors were encountered
Support local in TextHelper.pluralize;Add support for locale in TextHelper.pluralize. Make argument optional and en by default. Unless the helper use String.pluralize without local and it's always en       The text was updated successfully but these errors were encountered
ARBasebecomes should change errors base to new object;The current implementation of ARBasebecomes throws an exception whenever the new class validates something the super class doesn't 'know' e.g. the presence of an associated object.class Company ActiveRecordBaseendclass Client Company belongsto account validatespresenceof accountendcompany Company.newclient company.becomesClientclient.valid NoMethodError undefined method account' for CompanyxacdThis happens because since ARBasebecomes copies the errors information but doesn't change the base instance variable of the related ActiveModelErrors object to the transformed object.In my opinion there are two alternativesFix the bug I attached a pull request with a failing test and bugfixRevert . The whole behaviour could be misleading because your errors object could contain messages of validations which were overwritten by the new class.       The text was updated successfully but these errors were encountered
Change mysql waittimeout default value to avoid exceeding the max value allowed by MySQL;I had some trouble with the mysql gem and my remote database it kept losing the connection MysqlError MySQL server has gone away. I discovered that the default timeout value set by activerecord for mysql exceed the max value allowed by MySQL . Perhaps it should cap it to this max value...It's my very first pull request so be indulgent if I don't respect some basic rules I may not know...Everything is explained here httpstackoverflow.comquestionsrailsmysqlerrormysqlserverhasgoneawaybrianmariomysqlJulien       The text was updated successfully but these errors were encountered
Replaced Latch with CountDownLatch in concurrentruby gem;Replaced the usage of Latch in actionpacktestdispatchliveresponsetest.rb actionpacktestcontrollerlivestreamtest.rb activerecordtestcasesconnectionpooltest.rb and activerecordtestcasesbasetest.rb with CountDownLatch in concurrentruby gem. Also changed Gemfile to add the gem and deleted the latch.rb file because it is not needed any more.       The text was updated successfully but these errors were encountered
Update ActionCable Rebroadcasting a Message documentation;SummaryReplace broadcastto with ActionCable.server.broadcast to be inline with its partner streamfrom.       The text was updated successfully but these errors were encountered
Correct caller tracking in delegated deprecation methods;Without this we're relying on the pathbased caller stripping to skip over the extra level of inframework caller... and that doesn't always work. Fixes closes .The filenamebased caller filter makes this hard to test at the moment but it basically changesirbmain def retiredmethod ActiveSupportDeprecation.warn use bettermethod instead nil end retiredmethodirbmain retiredmethodDEPRECATION WARNING use bettermethod instead called from retiredmethod at irb nilirbmain retiredmethodDEPRECATION WARNING use bettermethod instead called from retiredmethod at irb nilincorrectly blaming retiredmethod as being the callerintoirbmain def retiredmethod ActiveSupportDeprecation.warn use bettermethod instead nil end retiredmethodirbmain retiredmethodDEPRECATION WARNING use bettermethod instead called from irbbinding at irb nilirbmain retiredmethodDEPRECATION WARNING use bettermethod instead called from irbbinding at irb nil       The text was updated successfully but these errors were encountered
